type,size,risk,r,angle,z
Fragment,Large,Moderate,22.7079157183466,161.586491634721,98.5796492460093
Rocket_Body,Small,Low,78.7164259301391,215.643975916884,65.8543865970671
Rocket_Body,Small,High,19.7814285437222,25.8247237490729,6.7321524709077
Fragment,Medium,High,98.3131819652149,81.6331022641857,138.017071998394
Rocket_Body,Small,Moderate,44.3454849198221,335.336539290813,70.5444334037362
Satellite,Medium,Low,79.771108500915,327.027638616685,4.3495116503922
Rocket_Body,Medium,High,40.8331974530018,281.264633066049,103.473160699314
Rocket_Body,Medium,Low,66.4901989442927,6.98444842255755,72.2755880364387
Satellite,Large,Low,27.2814476266033,117.722436658596,18.6517976163616
Satellite,Large,Low,23.1418917367266,226.065144723446,32.1407713965389
Fragment,Large,Moderate,94.4257725611318,99.0684762384512,9.67360206837694
Fragment,Large,Low,92.588255011399,327.451210219359,86.144030956286
Satellite,Small,High,89.8722046191594,228.200206259679,93.3044218878013
Satellite,Small,Low,66.2890105149934,25.8864182339204,75.8613447533166
Fragment,Large,High,82.744139009465,327.242011980853,122.565319950392
Rocket_Body,Small,Low,16.2133243220237,344.79599694344,129.151323196202
Satellite,Small,High,40.1310137701611,27.9764706210211,92.343659502469
Fragment,Medium,High,38.233281228144,191.649684550073,1.91347195611458
Rocket_Body,Medium,Low,67.2080789757351,109.211141597101,104.28444836216
Satellite,Medium,Low,42.0361996123576,141.422067533304,62.6998825380527
Rocket_Body,Medium,High,23.3656103479312,64.674438463923,84.833622483958
Fragment,Small,Critical,63.6820367872189,208.105956724468,97.3620903028326
Satellite,Large,Moderate,83.2945528602173,344.8725671696,52.5354921490615
Rocket_Body,Small,Critical,44.3911145013975,181.106136097779,137.564775775769
Satellite,Small,Critical,21.9041843588633,29.8492493020132,20.0962300124671
Rocket_Body,Small,Low,27.701937758154,223.200480051867,100.726771092155
Fragment,Medium,Moderate,31.3734974652445,122.480278002452,0.653936993487064
Fragment,Medium,Critical,36.9907833695082,308.133068252867,138.697665810777
Satellite,Medium,Low,67.8515563455678,156.484133393929,16.8756199857137
Rocket_Body,Large,Critical,64.0850936083947,69.4222592192084,14.2326345221361
Satellite,Small,Critical,72.6471875410335,68.7980241688121,49.9511449578366
Satellite,Large,Low,42.6251786078361,276.755105059617,56.034942905862
Rocket_Body,Medium,Low,84.159788669198,95.6115353906495,32.1450108484317
Rocket_Body,Large,Low,28.3678895040184,276.20402189732,87.7682491390687
Rocket_Body,Small,Moderate,52.2136672766338,74.1194318759757,66.4371147062945
Fragment,Small,Critical,82.0844849387287,115.807092732471,5.12633835616311
Satellite,Medium,Low,26.2142782959357,167.575310078291,47.947809338295
Satellite,Medium,High,19.8876802366704,339.550505889642,121.564937035975
Fragment,Large,Critical,89.531557091919,335.423312911376,103.45523022928
Rocket_Body,Medium,High,40.8636696483276,74.4738751520236,108.730628036982
Fragment,Medium,Moderate,71.5483112418128,128.958854847506,104.717538612528
Fragment,Small,Low,12.2813743837544,53.783779843358,46.6459532074549
Fragment,Medium,High,72.1042199568504,183.594628552858,14.9495883115163
Satellite,Medium,Moderate,38.4491180392273,165.809718250079,40.8700776049644
Fragment,Small,Low,15.0166768228697,324.273658482263,124.767795027773
Satellite,Small,High,64.8831485393305,334.801936004786,147.07061966746
Satellite,Large,High,31.6723434465855,138.084260762625,74.0770522112342
Satellite,Medium,Moderate,44.8126517846692,177.025659486836,1.45505323845633
Rocket_Body,Small,Low,17.2522731057862,322.645049692607,21.0067218201343
Satellite,Large,Low,23.244692598545,290.414810788222,48.3120862974398
Satellite,Large,High,36.8179511946259,1.31627208407373,86.7878022889424
Rocket_Body,Medium,High,18.0783550504141,115.221443106089,11.264046870797
Satellite,Medium,High,91.9743638217683,151.838727097005,141.503594806482
Fragment,Large,Low,10.544233886558,82.6978621259634,54.7625509926601
Fragment,Small,Moderate,53.547419697788,71.8457817225379,136.887632688723
Satellite,Large,Moderate,21.0922712319296,13.6024223744446,117.078270413553
Rocket_Body,Medium,Low,37.6911180530153,231.613101025113,113.315590877337
Fragment,Small,Critical,93.3453603836439,94.5037045739396,91.0079369673348
Rocket_Body,Small,Moderate,24.5525097946588,18.8449842352727,94.0175725577766
Rocket_Body,Large,High,96.9249087746499,83.1525517901029,95.7004852824372
Fragment,Medium,Critical,28.5214939290479,288.689023021005,94.3082080538373
Rocket_Body,Large,Critical,76.7409497620146,306.536105392756,83.0592347097542
Fragment,Large,Moderate,59.200953840758,173.903848269588,147.962102772433
Rocket_Body,Large,Critical,89.6030854837083,149.785441347127,109.843585113854
Fragment,Small,Critical,59.8593929952817,352.027329660641,116.541958258878
Satellite,Small,Moderate,58.1103297240677,72.2032774517051,130.869422262551
Fragment,Medium,Moderate,27.5912200331559,77.529341827659,32.3459644088773
Fragment,Medium,Critical,24.9606425846492,105.072183733103,12.5706238642591
Fragment,Large,High,92.4840236003962,62.1926345811914,72.4341654897897
Fragment,Large,Low,39.505437896503,136.571615353507,77.1121043428909
Rocket_Body,Large,Critical,43.4874029466606,327.900321716311,124.377266992487
Satellite,Medium,Critical,78.3841292585549,221.525222626286,66.5675368923503
Fragment,Small,High,40.4941134180526,148.300757500414,85.6279538316469
Rocket_Body,Small,Critical,95.6856201975102,336.387886045637,79.0606407770187
Satellite,Large,Critical,76.413499209892,17.447123691296,5.73041756360865
Satellite,Large,Low,63.7686318316078,75.6994240446701,92.2822344895371
Satellite,Large,Low,89.2805644490277,203.719897836633,124.206492866137
Satellite,Large,Low,14.4645317514534,221.598944349544,23.6250822113705
Fragment,Medium,Moderate,33.1356422970287,14.2407023625407,89.1497600889893
Fragment,Small,Moderate,51.8532700798818,145.093952846567,89.0415816669621
Rocket_Body,Large,Low,30.4280685524368,233.695427339114,24.6277446084538
Rocket_Body,Medium,Low,76.9514668571936,251.305396705224,18.5195360596104
Rocket_Body,Large,Moderate,92.7287227948352,229.730364905856,147.007791446472
Satellite,Large,High,48.1393107937831,115.402760769932,59.0578754479556
Satellite,Small,Critical,40.7919340100705,33.6672444952474,34.1132593085293
Fragment,Large,Critical,96.5395658923809,153.76048071096,25.6986816681562
Satellite,Small,Low,50.0367189544786,46.3515974524999,100.140257037485
Satellite,Small,High,54.0143560404354,341.14451706744,91.4167945990918
Satellite,Small,Moderate,41.6484885107714,171.061511768146,96.5328184481126
Rocket_Body,Medium,Low,91.8593625710924,114.213302768472,13.2009041267178
Rocket_Body,Medium,High,61.2059934953665,275.869465602804,134.030187524765
Fragment,Small,High,78.595712846348,179.261493329615,58.3899595213572
Satellite,Large,High,83.0626046515797,111.612248644482,47.0054109645536
Satellite,Small,Moderate,40.7664137725532,292.308387260688,69.3542170871608
Fragment,Large,Moderate,49.0324898188342,312.174774360403,58.5099098621442
Satellite,Small,Critical,86.3624596965638,242.282939863923,129.536550470871
Satellite,Large,Critical,42.6929816508229,16.9071920667602,139.389146279683
Rocket_Body,Medium,High,81.4541620106666,203.876236859951,45.5179824674409
Fragment,Large,High,94.6893090316993,274.786168319021,129.590371118993
Fragment,Small,Moderate,66.0889335761206,49.1410843500895,117.22846942996
Fragment,Medium,Critical,76.74645587067,82.3214704984572,139.621150851714
Fragment,Large,High,82.4587580837021,317.698237824529,36.8625468278831
Rocket_Body,Large,Critical,86.0535684006978,7.24381986710665,86.5438725181468
Rocket_Body,Large,Critical,45.5548004071116,270.981769617351,41.1816877110666
Satellite,Large,High,14.6137113258398,170.558385305192,123.614173572656
Satellite,Large,Moderate,46.1688644113065,160.837977182258,0.798628585659638
Satellite,Medium,High,70.638060680568,2.55475169815938,84.7228744329594
Satellite,Medium,High,50.5315347202713,294.983363147937,50.8805146907877
Rocket_Body,Medium,Critical,77.4066835774358,129.536964229163,48.402556061673
Fragment,Medium,High,42.1284186521797,194.675627268195,96.7359485797375
Rocket_Body,Small,Moderate,67.1269726993626,243.828247080837,127.722667397099
Satellite,Medium,High,26.7777824368577,252.946647517649,91.3793087089989
Rocket_Body,Large,Moderate,77.4432492980461,344.152821177386,127.975946797008
Fragment,Large,Moderate,59.1126371931723,191.282383165179,39.6895667821544
Fragment,Medium,Critical,28.365794969194,143.899038350793,77.9252782147471
Rocket_Body,Large,Low,36.2720056148026,343.333305537014,67.5804808600614
Rocket_Body,Medium,Low,77.3747837723649,231.159684609187,1.74673492546443
Rocket_Body,Large,Critical,53.4341112095368,107.33412825956,83.521821471111
Satellite,Small,High,29.4428296353764,45.5271283452856,99.2286486219262
Rocket_Body,Small,Critical,97.0544071333267,303.319620527465,88.7871606628605
Rocket_Body,Medium,Moderate,74.3612517835199,130.385377005894,110.441984817513
Rocket_Body,Medium,Low,96.1421349285816,237.769099691195,85.7009292679615
Fragment,Medium,Critical,48.4394540824308,169.493910971723,10.0125382276135
Fragment,Large,High,52.7590306622548,71.6147207262138,17.4668286127067
Satellite,Medium,Critical,90.8159694566517,216.607179103367,89.4711866315928
Satellite,Small,Low,57.2544406220846,21.8459048222456,41.246878796046
Fragment,Large,Critical,73.65510207151,148.803285553629,11.9467693552148
Fragment,Medium,Critical,32.6955589745977,196.781378278921,64.440411517282
Fragment,Large,Low,50.2053821832376,156.976910682688,83.1483897125483
Rocket_Body,Large,Moderate,21.1104879229319,269.521983090356,49.3118982524409
Rocket_Body,Medium,Moderate,28.5382032289265,298.052983636312,108.065055333866
Fragment,Large,Low,10.0849073740867,277.647506651944,96.5655912151867
Rocket_Body,Small,Critical,13.5338546483794,13.9726612122487,49.9227541637507
Rocket_Body,Small,Low,97.9555440859236,69.88635736055,113.230879336284
Satellite,Large,Moderate,31.8118325623086,193.178703334958,97.3042563799553
Fragment,Medium,High,69.6979638553601,336.535934559768,95.6168068076853
Fragment,Large,Critical,85.518972891965,300.584439018762,83.0141551180602
Rocket_Body,Small,Moderate,59.5594413312907,303.312423006648,1.70845021328291
Fragment,Large,Critical,23.783005007556,109.154949753482,104.476077521533
Satellite,Large,Low,75.5304793602549,154.601242948332,56.4062686663734
Satellite,Small,High,64.0226269089624,169.454141033737,141.391456523798
Satellite,Large,Low,75.8125530412637,56.6537700059677,122.69771566158
Fragment,Large,High,79.2771960571378,11.1845268880042,88.1541704296968
Fragment,Medium,Critical,97.786933091627,340.885043805786,37.8272972728904
Fragment,Medium,Critical,61.6206952024039,86.6565308388624,30.5576089916499
Fragment,Small,Low,40.7477001421541,86.3816053405072,51.0577256516323
Fragment,Small,High,68.3618101210213,30.0164593567534,71.4851915370027
Satellite,Small,High,16.1596638318363,334.26279069976,44.409826505842
Rocket_Body,Medium,Critical,90.7657586489427,208.705361378317,77.2394243088724
Satellite,Small,Low,20.7442910204377,240.133268565127,24.8055638269778
Fragment,Small,High,39.5058554097236,328.167679414698,146.656921923825
Satellite,Small,Critical,83.4170842563508,124.423260804284,16.188683244749
Fragment,Medium,Moderate,63.758114049764,223.74263200971,139.791620948155
Fragment,Large,Low,45.4271968249697,13.9678037023994,137.036701710404
Satellite,Small,Moderate,52.6092093437519,67.2381101632065,78.8040722729247
Fragment,Large,Low,86.9092653881962,299.248489832379,108.736540775412
Rocket_Body,Small,Critical,40.6003947453902,276.0366082818,65.4072446958881
Fragment,Large,High,88.2684716330954,126.231368924572,94.5051866313657
Rocket_Body,Medium,High,17.9320987879022,135.651825998716,51.0863906131678
Rocket_Body,Medium,High,79.9118593487767,192.079596079288,45.1738529678168
Fragment,Small,Low,86.2792869749262,0.0867616866484377,86.734467925427
Satellite,Large,Critical,26.3635887553604,86.84796097369,74.719451127597
Rocket_Body,Medium,Moderate,48.731187913498,74.9634510989572,86.9304553724971
Satellite,Small,Critical,24.894979719729,90.1738608299148,42.9990871930534
Rocket_Body,Small,Moderate,73.5943716094796,290.126103312038,55.0436747725492
Fragment,Medium,Low,58.1812991255491,100.682588356719,12.5846940943363
Fragment,Medium,Low,67.1791012037489,68.9476759380533,7.84145584083085
Rocket_Body,Small,Moderate,27.683827026059,181.534845885491,38.0185694509524
Fragment,Large,Moderate,29.0571275847177,311.632213094183,11.1370288995818
Rocket_Body,Large,Moderate,13.7347592958915,86.8858933814999,15.5662062952111
Fragment,Large,Critical,38.9860781676156,28.2730474054075,121.93926080909
Satellite,Small,Moderate,60.3770195200307,128.305704905879,5.83105455250339
Fragment,Medium,Low,87.2141422597596,269.154656843392,98.8414190902114
Satellite,Small,Low,70.0234702712812,198.248596090126,40.88366232231
Fragment,Medium,High,49.1856691059776,294.045613046765,130.731852106218
Satellite,Large,Moderate,95.7808102954724,345.453173139324,72.7488426866249
Fragment,Large,Critical,74.7320680518248,285.358491630582,45.8364688991738
Satellite,Medium,Critical,93.7148682576295,217.369108383751,77.6458403534151
Rocket_Body,Medium,Critical,57.4829175944949,177.602971698856,57.2937028567903
Rocket_Body,Small,High,33.3013847313825,14.424871085376,84.6451597004745
Satellite,Large,Low,14.7544017728249,354.355912373054,17.1799302489522
Fragment,Small,Critical,75.3476366335465,138.053204127015,149.548575421882
Satellite,Small,Low,20.917269820498,54.802157010072,63.8333816545076
Fragment,Small,High,37.249761544477,240.015187942724,52.2345959561053
Rocket_Body,Large,Moderate,57.9223817095507,102.343784074365,106.531477247439
Fragment,Small,Moderate,60.7974929001772,210.880177535177,54.5849109742998
Rocket_Body,Small,Moderate,64.0524877288422,211.236446824052,124.991145754313
Fragment,Small,Critical,24.962979731473,160.462735525032,68.1406086540637
Fragment,Small,Moderate,44.1763664339483,301.002701596215,107.933761989815
Fragment,Small,Critical,65.547480440527,95.3881421599594,16.1179824662829
Satellite,Small,High,97.2836978170406,161.507732982384,126.917877833266
Satellite,Large,High,75.4868023929719,193.569166292749,110.357698016716
Rocket_Body,Small,Critical,93.0343381384562,238.904899476227,31.7575167692948
Rocket_Body,Medium,Low,78.5990852482759,282.229866182012,21.792901461868
Satellite,Small,Moderate,63.254527200316,142.130621836172,47.4438523088436
Rocket_Body,Small,Moderate,27.282103222271,232.576899874774,146.410587904785
Satellite,Large,Moderate,70.0017086703261,54.2199431046668,38.5247361850587
Fragment,Large,Critical,66.1041609363916,335.753316195292,68.419081341995
Rocket_Body,Medium,High,64.2222253411539,137.901170311561,4.50303385760044
Rocket_Body,Medium,Moderate,54.0807281189416,262.627711911517,59.5841294349348
Satellite,Large,High,57.5790943590348,7.32278947758395,85.6980023149654
Rocket_Body,Large,Moderate,40.0998274406293,73.8673714457305,142.968691876194
Rocket_Body,Small,Moderate,56.7381423378072,175.349715956488,77.5104067410096
Fragment,Large,Critical,27.780031511063,316.170888383644,122.866098926653
Rocket_Body,Medium,Low,82.4656957624339,189.811853982243,82.069146385335
Fragment,Small,Critical,26.7199259228837,334.753373625796,6.11775201532771
Satellite,Medium,Moderate,17.6469660900519,174.166882769806,47.2512412784661
Rocket_Body,Small,Moderate,49.2621423721441,176.561674824941,86.3324261746654
Fragment,Large,Low,69.2476695555455,43.1088438601914,142.589094889668
Satellite,Medium,High,49.3945142440187,288.956247894799,128.869553962685
Rocket_Body,Small,High,34.9078718756177,88.9075484881425,34.2533421268271
Satellite,Small,Moderate,60.2354065501396,323.860496174033,33.0164745028745
Rocket_Body,Large,High,41.2302101870979,327.896719318942,30.1759450670851
Satellite,Large,Moderate,93.9580921113969,339.591640274693,138.374834445375
Satellite,Large,Low,93.0380625643214,187.282976077112,127.899922965258
Fragment,Medium,Low,55.2134637974885,243.753762522111,116.232514837942
Satellite,Small,Moderate,39.5095594616432,280.265716822198,58.9102671336341
Rocket_Body,Large,Low,76.3419172560975,47.1652627141676,75.657105644815
Rocket_Body,Medium,Critical,13.3041649134759,216.344590199099,69.6497617192729
Fragment,Medium,Critical,52.7292105439286,12.3472444691922,38.0097161339059
Rocket_Body,Medium,Low,40.26910548433,179.123790019941,75.754206922315
Rocket_Body,Large,Moderate,92.8482296592299,55.7433653832818,4.57448217791316
Rocket_Body,Large,Moderate,11.0802724545414,65.8522533463505,19.7715560246188
Satellite,Small,Low,59.7533388146514,131.417124009336,132.988439425341
Satellite,Small,High,76.6597222959963,155.677380017941,112.751965054713
Rocket_Body,Large,Critical,53.6516188771637,224.342072831587,63.430261358863
Fragment,Medium,High,17.6862727146449,26.7942306378656,77.5725543425815
Satellite,Medium,Moderate,97.5215251025112,181.32903404548,55.4998328939966
Fragment,Medium,Moderate,56.6209388238488,65.7450468911164,111.1169800741
Rocket_Body,Small,High,65.276761988711,206.631063011427,117.628076884811
Rocket_Body,Medium,Low,31.2948804436756,229.465660414026,114.492778530473
Satellite,Small,High,53.5148276596123,200.415332359027,108.391758725167
Rocket_Body,Small,High,48.6234542762489,265.78638377219,30.6756508039193
Satellite,Medium,Critical,16.7406257801785,120.819327926724,50.6954968860718
Rocket_Body,Medium,Critical,19.554431819272,275.438372987927,70.4768152475512
Rocket_Body,Large,High,85.3725267656897,155.796149414949,49.6189487141483
Satellite,Large,High,31.5837956985931,174.306419396134,113.241030023749
Satellite,Medium,Moderate,27.5462444348767,233.316765813985,49.4030286374932
Satellite,Small,Critical,55.4420306125125,6.60901823972062,20.7348130178005
Rocket_Body,Small,Critical,79.1872418226261,235.437919711289,59.8560678072456
Rocket_Body,Small,Moderate,15.5751866721089,222.690653665961,146.987164917357
Fragment,Small,Low,61.912712767443,111.54496203118,33.8822119400363
Satellite,Small,Critical,20.7289398556516,30.8859425638162,91.8237988414843
Rocket_Body,Large,Critical,13.2814945743056,32.7367619686948,64.9459574759559
Rocket_Body,Medium,Low,14.7469556945995,332.360548914682,10.6536851473989
Satellite,Large,Critical,85.0747697387597,248.140555641301,73.1814908997089
Fragment,Small,Critical,20.6175235265255,45.7569409574665,105.324649297246
Satellite,Small,Low,14.0636227971062,128.420340951206,76.9829963741728
Fragment,Small,Low,49.4109898428621,213.293877804574,130.815909561987
Rocket_Body,Small,High,85.9594124747822,300.805813832633,43.3405524986373
Fragment,Medium,Moderate,33.6167538840371,15.717934336683,12.9373756955947
Rocket_Body,Small,Moderate,47.9541355773324,85.1879273292031,140.4848417487
Satellite,Medium,Low,13.5930279307376,320.309636506336,56.7294524292328
Satellite,Small,Low,50.4170662721388,3.29959806617393,86.460832718045
Satellite,Medium,Critical,61.985177257342,72.5036770057994,118.800468919529
Fragment,Large,High,61.381634837693,345.248703350267,48.647049581337
Rocket_Body,Small,High,39.9184022956928,220.824664747981,107.424680726641
Satellite,Medium,Low,38.3979862596822,94.2016919895023,20.3128274726742
Satellite,Large,Critical,19.5961257042938,24.1167939825051,43.6940620808257
Rocket_Body,Small,Critical,43.0118488581641,10.1488825609999,21.7065954204779
Satellite,Small,Moderate,18.9545201985668,88.1082286692938,121.684583760203
Rocket_Body,Small,Moderate,78.9936350240846,317.334895052007,33.3973852840178
Rocket_Body,Medium,Critical,96.9646867973367,149.728915547103,107.610533310781
Rocket_Body,Medium,Moderate,97.3067011000036,259.320012899757,141.494759586847
Rocket_Body,Large,Low,87.8563989437854,330.582612736784,79.1658313603315
Rocket_Body,Medium,Critical,64.0712934405657,146.894566177013,81.0043788391031
Fragment,Medium,Moderate,73.0779127519491,68.8598535734629,69.1550352146718
Satellite,Small,High,35.6685222412372,186.162455108491,48.8835215090464
Fragment,Small,Critical,66.7693378155358,326.910127341547,71.3482546387375
Satellite,Small,Critical,51.0084594495889,289.574789089572,90.4211298400139
Fragment,Small,High,53.3815605799239,23.6987436107353,147.898735825598
Rocket_Body,Small,Low,78.1998904337642,249.326208027929,140.664683897733
Satellite,Small,High,35.3726520037526,205.883108085223,129.322943743968
Satellite,Small,Critical,38.6235650525067,326.686743484713,133.369580355728
Fragment,Large,Low,93.2177612015773,44.093310066107,70.1773774938064
Fragment,Large,Moderate,15.0601865365875,192.253000753676,98.6166490766197
Satellite,Large,Moderate,53.7070868572006,316.606569664281,134.260008440432
Fragment,Large,Moderate,92.1520720367075,147.608563227027,58.9426147487029
Fragment,Small,Critical,64.9326707036341,173.518170383832,144.26437175182
Fragment,Large,High,59.1766366790918,25.3658439601049,62.3679093103774
Rocket_Body,Small,Low,32.4769761306419,100.131710561607,90.1623998089823
Rocket_Body,Large,Moderate,40.8947940158003,116.822393700821,106.470706990855
Fragment,Medium,Low,86.6843574224223,340.244081548159,142.58880196139
Fragment,Large,Critical,60.3296318591612,101.760249794817,36.6924411078399
Rocket_Body,Large,Moderate,56.3267974381101,165.912744697074,111.919646735796
Rocket_Body,Small,Critical,18.9621742186026,241.66959248314,78.1223379216123
Satellite,Large,High,11.442534080961,58.3860140668358,40.2835710930961
Satellite,Medium,Critical,96.7316669818344,175.119259371074,116.491025969458
Rocket_Body,Small,Critical,43.9287550558157,265.874054211326,82.8333420260769
Fragment,Small,High,64.2891755889553,312.067876689743,99.1460730974513
Fragment,Large,Low,17.1743565868556,225.453338878473,48.4351602866851
Fragment,Small,High,71.4802857150741,240.859265514101,72.1910927741407
Fragment,Small,High,93.9310037835364,45.4620501304448,92.60313764821
Satellite,Small,Critical,61.8098727697677,340.479539008685,60.7366221404766
Rocket_Body,Small,Low,21.3503790137869,47.7266678944136,29.7558809771551
Fragment,Small,Moderate,62.3549374726129,278.882257385447,144.246073847295
Satellite,Small,High,78.9712491794187,95.3338758401947,76.7201310063926
Fragment,Medium,Low,46.5774882916616,336.09353173245,110.088055543155
Rocket_Body,Large,High,89.1853973147321,259.185434173012,61.6570790334087
Satellite,Medium,High,68.3814658021628,271.372936672212,53.2697646038574
Rocket_Body,Small,High,90.9324026460282,78.861302301558,61.0746447700687
Rocket_Body,Small,High,66.1154780122603,159.494391588657,61.3794965678474
Satellite,Large,Critical,21.8159174804341,222.412750052143,81.627017391293
Satellite,Medium,Low,37.872253999467,277.190502554376,81.5204804972044
Satellite,Large,Low,28.1615453427211,37.4253753284602,74.5730723824307
Satellite,Medium,Low,91.7943847945176,346.45151392363,20.2178677376157
Satellite,Small,High,78.4360060558734,320.47944139964,74.4113217750796
Satellite,Large,Critical,70.8758532019005,97.3254925784103,25.3655850630977
Satellite,Large,High,37.0869687668459,296.193687491639,18.9203679443647
Fragment,Small,High,26.5640294845192,186.596612294336,139.896857601175
Rocket_Body,Large,Low,78.080597919002,166.250333362326,90.7425019721556
Satellite,Medium,High,52.6742151291171,113.196278092105,98.9235087186876
Fragment,Medium,Moderate,30.3210596935566,209.148691187373,60.2690505500045
Fragment,Medium,High,65.4959780348747,262.760082373295,136.347133787229
Fragment,Medium,Moderate,13.6300466924606,147.935845786592,95.6895734369498
Rocket_Body,Small,High,39.3553228715428,226.518909482985,115.375480428538
Satellite,Large,Critical,52.1701295132021,251.752651615909,55.284370354157
Fragment,Medium,Critical,23.3162500698465,256.003854125502,144.001782122868
Rocket_Body,Small,Low,98.6189029831755,18.7077953272248,123.069193523747
Rocket_Body,Large,High,28.8187628130652,309.509210046624,128.092269452181
Rocket_Body,Large,Moderate,21.7317817038939,164.971193315417,25.8291401138631
Fragment,Small,Moderate,28.3181386498206,94.4697894106372,40.6444811806829
Satellite,Small,High,79.2155019843751,87.0352226926853,42.8439899525365
Fragment,Medium,Moderate,48.2955093344658,173.885080623822,40.6363834870306
Fragment,Large,Critical,60.8874345777284,319.259354208825,128.311224315643
Satellite,Large,Moderate,11.8908241287724,136.205129405752,4.78271928128881
Satellite,Small,Low,13.0988177715983,269.901268842075,11.4149983471161
Satellite,Large,Critical,50.1242994844314,34.8547431553986,41.0872305944855
Rocket_Body,Medium,Critical,83.4989718881461,171.380412774382,29.9809461974165
Satellite,Large,Critical,89.6714990836808,357.007010541384,34.7789420824272
Fragment,Small,High,17.8035910836076,277.357609005241,119.691478387995
Satellite,Small,High,58.452679189092,75.7902558386206,84.468989083807
Fragment,Medium,Critical,92.1906717651343,180.518930531247,0.865599193945199
Rocket_Body,Medium,High,44.9175478958097,84.1049149134839,64.3984148556292
Fragment,Large,Moderate,84.6609248285531,147.441933814503,61.1827390275538
Fragment,Large,High,22.0326088959492,280.830248544587,17.0917904166815
Satellite,Small,High,94.1855040701018,277.640933504545,101.421268290218
Satellite,Medium,Critical,77.6280985778172,82.1161360448586,105.314578256923
Fragment,Medium,Low,94.7200953508211,332.000394535749,108.133982857814
Satellite,Medium,Low,70.8955510197255,213.324545795337,109.270641833788
Rocket_Body,Large,Low,42.7063538799484,136.772744746325,0.00792403984452017
Rocket_Body,Medium,Moderate,94.436305527225,180.696809081109,143.088120577008
Satellite,Small,High,34.801009867826,217.825651237587,122.131315058199
Rocket_Body,Small,Low,39.8955269855559,201.560591464482,135.597254488392
Satellite,Large,Critical,73.0727576201566,175.105812793024,2.34649429611512
Fragment,Large,Low,78.8784669572847,181.775809472184,140.07881936786
Fragment,Medium,Low,93.6463135464238,63.508287754039,121.468279303215
Rocket_Body,Large,High,28.4322168150588,292.583845549684,125.582871443804
Satellite,Small,High,81.8198231697301,195.033715178765,13.9931077082952
Satellite,Medium,High,76.4691448057267,47.1887502136931,110.816704337789
Rocket_Body,Small,Moderate,15.7415100628238,275.8165565698,143.987503446313
Fragment,Medium,Moderate,44.8500827089186,335.679832215846,101.782101212724
Rocket_Body,Large,Low,35.4488911354088,341.030483725306,85.5842106936909
Fragment,Medium,High,37.4041381918627,132.846383668022,141.844451662349
Satellite,Medium,Low,98.465219159923,48.7860744818714,66.4405682601654
Fragment,Small,Critical,67.8499672131935,186.623865587903,89.8940349465718
Rocket_Body,Small,Critical,74.5908542014149,40.5393225657194,71.4507440241549
Satellite,Medium,High,97.8955873583508,336.235470664542,139.926933204044
Rocket_Body,Large,High,43.9481604211874,66.0886658478525,11.412709014826
Rocket_Body,Large,Critical,82.1656151607525,90.995709582419,75.1679551238022
Fragment,Small,High,49.1077866974045,146.389149678589,103.042866207815
Rocket_Body,Large,Moderate,88.2580304633481,137.939208681285,118.785980763335
Fragment,Small,Moderate,26.2591787180172,286.07864126324,87.4527971166204
Satellite,Large,High,95.2917559357851,164.274055398346,136.337661618218
Fragment,Medium,Critical,29.6894537569791,61.4765736012012,141.29871703258
Satellite,Small,Low,39.3598456282838,96.1955623749866,9.64788347903752
Fragment,Small,High,78.0573010696102,183.280818667507,60.3555809312061
Rocket_Body,Medium,High,45.4379627408866,53.0834102734085,3.51885325817316
Fragment,Small,Low,64.7390239089802,220.196043232565,49.4124986061664
Fragment,Large,High,50.0116150962485,203.669030358412,80.5302326955903
Satellite,Large,Low,76.8132943380803,257.292833897612,136.619239576492
Rocket_Body,Small,Critical,30.5498127131749,337.573661536572,126.98314836981
Fragment,Large,Moderate,15.2612188513189,328.411641996416,19.1249590007978
Rocket_Body,Small,Critical,36.9936457725759,340.587222504779,13.9545562111343
Fragment,Medium,Moderate,52.6877798381587,88.0976149285323,88.3901008135
Fragment,Small,Low,25.121804697341,47.3635103901676,79.8176958688174
Rocket_Body,Medium,Moderate,41.9317560690749,108.819612178721,39.9566462145035
Fragment,Large,Critical,45.9984716464211,322.230662195873,134.917962683075
Rocket_Body,Medium,Moderate,15.1652659319446,349.939250864455,139.104961419233
Fragment,Large,Low,62.4976523365784,309.356982385371,60.3917157510244
Satellite,Small,Moderate,89.5909085174158,39.6063796059157,133.545383567028
Rocket_Body,Large,High,23.6568621657747,341.074079301525,57.5923341394458
Fragment,Small,Critical,63.8027212061362,152.408889846282,110.522524774455
Fragment,Small,High,69.8265284419761,3.35170467444732,71.3913326321586
Satellite,Medium,Low,47.7401212377359,159.261746669349,18.3874734760774
Rocket_Body,Medium,Moderate,73.0987828627843,16.5849010831683,139.190130185553
Fragment,Medium,High,46.965838914191,195.796051618002,68.1144890066304
Satellite,Medium,High,55.4173559179691,121.879449877338,110.17305604836
Fragment,Large,Moderate,10.6617740098984,170.436576093857,55.0760721646938
Rocket_Body,Large,Moderate,72.254810272122,220.741329867522,2.83213178643519
Fragment,Large,Critical,69.5208411050252,312.768394494415,15.0795538037753
Fragment,Small,High,13.456078959371,238.284567529894,74.4329219234886
Fragment,Large,High,43.1425096655619,156.257592652145,103.494653568954
Fragment,Large,Low,98.11286567125,294.994027321331,50.2102989868918
